chem_code,chem_name
91050,"2,4,5-Trichlorophenol, Potassium Salt, Other Related"
1656,"2,4,5-Trichlorophenol, Sodium Salt"
91656,"2,4,5-Trichlorophenol, Sodium Salt, Other Related"
640,"2,4,6-Trichlorophenol"
1189,"2,4,6-Trichlorophenol"
960,"2,4,6-Trichlorophenol, Sodium Salt"
90960,"2,4,6-Trichlorophenol, Sodium Salt, Other Related"
1819,"2,3,5-Trichloro-4-(Propylsulfonyl) Pyridine"
91819,"2,3,5-Trichloro-4-(Propylsulfonyl)Pyridine, Other Related"
2960,"1,1,2-Trichloro-1,2,2-Trifluoro-Ethane"
3977,Trichoderma Harzianum Rifai Strain Krl-Ag2
4016,Trichoderma Harzianum Rifai Strain T-39
5981,Trichoderma Icc 012 Asperellum
5982,Trichoderma Icc 080 Gamsii
5101,Trichoderma Polysporum Rifai
6084,Trichoderma Virens Strain G-41
844,Triclocarban
2170,"Triclopyr, Butoxyethyl Ester"
2131,"Triclopyr, Triethylamine Salt"
5002,Tricyclazole
2199,(E)-4-Tridecen-1-Yl-Acetate
2200,(Z)-4-Tridecen-1-Yl-Acetate
2809,Alpha-Tridecyl-Omega-Hydroxypoly(Oxyethylene)
5837,Alpha-Tridecyl-Omega-Hydroxypoly(Oxyethanol) Phosphate
3820,"Alpha-Tridecyl-Omega-Hydroxypoly(Oxyethylene) Sulfate, Sodium Salt"
5102,Tridiphane
1006,Triethanolamine
1222,Triethanolamine Borate
984,Triethanolamine Dodecylbenzene Sulfonate
1583,Triethanolamine Ester Of Fish Oil Acids
1223,Triethanolamine Laurate-Myristate
1360,Triethanolamine Lauryl Sulfate
3483,Triethanoalmine Nonyl Phenyl Poly Oxyethylene Sulfuric Acid
2091,Triethanolamine Oleate
3485,Triethanolamine Phosphate
1982,Triethanolamine Sulfonate
3486,Triethylamine Edta
3487,Triethylamine Nitrilo Triacetate
3488,Triethylamine Phosphate
596,Triethylene Glycol
3489,Triethyl Phosphate
5321,Trifloxystrobin
5885,Trifloxysulfuron-Sodium
2260,Triflumizole
2961,Triflumuron
5062,Trifluoromethyl-4-Nitrophenol
597,Trifluralin
3875,Triflusulfuron-Methyl
1905,Triforine
2127,3-(Trihydroxysilyl) Propyl Dimethyl Octadecyl Ammonium Chloride
3490,Trihydroxy Stearin
797,"2,3,5-Triiodo Benzoic Acid, Dimethylamine Salt"
90797,"2,3,5-Triiodobenzoic Acid, Dimethylamine Salt, Other Related"
1021,Triisopropanolamine
3492,"2,4,6-Triisopropyl Phenol"
2962,Trimethacarb
5064,Trimethoxybenzene
6053,3-(Trimethoxysilyl) Propyldimethyloctadecyl Ammonium Chloride
5985,Trimethylamine
2963,Trimethylamine Hydrochloride
5883,"1,2,4-Trimethylbenzene"
5884,"1,3,5-Trimethylbenzene"
5892,Trimethylbenzenes
3493,"3,3,5-Trimethyl Cyclohexanol"
2964,"3,5,5-Trimethyl-2-Cyclohexen-1-One"
3303,"2,6,8-Trimethyl-4-Nonanol"
2197,"Alpha-2,4,6-Trimethyl-4-Nonyloxy-Omega-Hydroxypoly(Oxyethylene)"
1196,"Alpha-2,6,8-Trimethyl-4-Nonyloxy-Omega-Hydroxypoly(Oxyethylene)"
1797,Trimethylol Ethane Tris-3-Mercaptopropionate
2157,"3,4,4-Trimethyl Oxazolidine"
2965,Trimethyl Siloxy Stearate
2966,"(Trimethyl Silyl) Methyl 2-(4-(3,5-Dichloro-2-Pyridinyl) Oxy) Phenoxyl Propanoate"
2345,Trinexapac-Ethyl
2212,Triphenyltin Fluoride
1055,Tripotassium Phosphate
3496,Tripropylene Glycol
6059,"2,4,6-Tris(Dimethylaminomethyl)Phenol"
1105,Tris (Hydroxymethyl) Nitromethane
1121,Trisodium Nitrilo Triacetate
1579,Trisodium Phosphate
3497,Trisodium Sulfosuccinate
5875,"Alpha-2,4,6-Tristyrylphenyl-Omega-Hydroxypoly(Oxyethylene)"
3325,"Alpha-2,4,6-Tristyrylphenyl-Omega-Hydroxypoly(Oxyethylene) Phosphate"
5882,"Alpha-2,4,6-Tristyrylphenyl-Omega-Hydroxypoly(Oxyethylene) Phosphate, Potassium Salt"
5799,Triticonazole
2967,Tritolyl Phosphate
2968,Triton Cf-10
2969,Triton X-363
3499,Tromethamine
2970,Trycol Np-4
2971,Trycol Np-6
2972,Trycol Np-9
2973,Tryfac 5566
2974,Tryfac 910-K
602,Trysben
90602,"Trysben, Other Related"
3821,Tung Oil
2975,Turgasept
605,Turpentine
963,Tyrothricin
2976,Ucar Solution Vinyl Vagh
2977,Ul-94 Hf-1 Listed Polyester Foam
5980,Ulocladium Oudemansii (U3 Strain)
1872,"Undecyl Benzene Sulfonic Acid, Triethanolammonium Salt"
985,Undecylenic Acid
3929,Alpha-Undecyl-Omega-Hydroxypoly(Oxyethylene)
2312,Uniconizole-P
2978,Unsaturated Fatty Acids
662,Urea
2270,Urea Dihydrogen Sulfate
5011,Urea Inclusion Adduct Of Polyoxy(Ethylene)/Polyoxy(Propylene) Block Copolymer
2979,"Urethane Adhesive, Parts A & B"
3500,Uric Acid
3544,Vamidothion
612,Vancide 30-R
2980,Vandor L3r Lavender Perfume
5149,Vanillin
5000,Various Trichlorobenzenes
1231,Vegetable Oil
2981,Vegetable Oil Modified Phenolic Resin
1441,Vegetable Wax
5954,(S)-Verbenone
2982,1% Verde Green Solution
2983,Vermiculite
1987,Vernolate
2984,Versalon 1112
3822,Versamid Resins
2129,Vinclozolin
2116,Vinyl Acetate
1754,Vinyl Polymer
2985,1-Vinyl-2-Pyrrolidinone
1533,"Vinyl Resin, Synthetic"
731,Vitamin B1 Hydrochloride
3501,Vitamin C
3517,Vitamin E
3503,Vitamin E Acetate
3823,Walnut Flour
2986,"Walnut Shells, Ground"
621,Warfarin
1184,"Warfarin, Sodium Salt"
2987,Water
1694,Weed Oil
3824,Wheat
1577,Wheat Flour
2988,Wheat Germ Oil
3825,Whey
2989,Wickenol 535
2990,Wing Stay V
2991,Witafrol 7420
2992,Witcamine Tam-45
3882,Witco C-5752
3884,Witconate P-1020bu
2993,Witconol 1s-108
1463,Wood Powder
3826,Wool
2994,X-2433 Garnet Toner
2272,Xanthan Gum
5456,Xanthine
5317,Xanthomonas Campestris Pv. Poannua
622,Xylene
862,Xylene Range Aromatic Solvent
1091,"2,4-Xylene Sulfonic Acid"
638,"2,4-Xylenol"
3827,Yeast
5936,Yeast Extract Hydrolysate From Saccharomyces Cerevisiae
5817,Yucca Schidigera
3504,Zein
2310,Zinc
3506,Zinc Abietate
5760,Zinc Borate
3507,Zinc Carbonate
624,Zinc Chloride
3508,Zinc Dodecyl Benzene Sulfonate
3509,Zinc 2-Ethyl Hexoate
1019,Zinc Fluosilicate
3510,Zinc Hydroxide
1449,Zinc 2-Mercaptobenzothiazole
1111,Zinc Naphthenate
666,Zinc Oxide
626,Zinc Phosphide
2128,Zinc 2-Pyridinethiol-1-Oxide
3511,Zinc Stearate
667,Zinc Sulfate
2995,"Zinc Sulfate, Monohydrate"
627,Zineb
629,Ziram
1328,"Ziram, Cyclohexylamine Complex"
3512,Zirconium Acetate
3513,Zirconium Neodecanoate
5769,Zoxamide
5937,Zucchini Yellow Mozaic Virus - Wk
6217,Beauveria Bassiana Strain Ppri 5339
-1,Unknown
6206,"Bacillus Thuringiensis Subsp. Israelensis, Strain Sum-6218"
6207,Trichoderma Atroviride
6209,Isoxaflutole
6210,Mon 102100
6211,Pyrasulfotole
6212,Rheum Officinale Bail (Plant Extract)
6213,Oxymatrine
6216,Bacillus Amyloliquefaciens Fzb42
5993,"N-[5-(1,1-Dimethylethyl)-1,3,4-Thiadiazol-2-Yl]-N-Methylurea"
5994,"2-Dimethylethyl-5-Methylamino-1,3,4-Thiadiazol"
5995,"N-[5-(1,1-Dimethylethyl)-1,3,4-Thiadiazol-2-Yl-Urea"
5996,"2-Dimethylethyl-5-Amino-1,3,4-Thiadiazole"
5997,Desmethylnorflurazon
6050,2-Ethyl-6-Methylaniline
6085,Fonofos Oxon
6092,Bacillus Thuringiensis Cry 1a.105 Protein And Genetic Material Necessary (Vector Pv-Zmir245) For Its Production In Corn
6096,Hydrocarbyl Polyalkylene Oxide
6097,Amine Alkoxylate
6119,"Poly(Oxy-1,2-Ethanediyl), Alpha-Hydro-Omega-Hydroxy-, Mono-C11-14-Isoalkyl Ethers, C13-Rich, Phosphates"
6127,Butyl Lactate
6147,Alcohol Ethoxylate Phosphate Ester
6148,Alkyl Ethoxylate
6149,Alkylcarboxylate Peg Ester
6150,"3-Oxapentane-1,5-Diol"
6151,Alkyl Peg Polyphosphoric Acid
6152,Alkylalkoxylate
6153,Flavobacterium Sp H492
6154,Bacillus Megaterium H491
6155,Pyridyl-Benzamide
6157,Cyclaniliprole
6158,Anthranilamide
6159,Aryl-Amino-Triazole
6160,Wolbachia Pipientis Zap Strain
6215,Silthiofam
6162,Methyl Jasmonate
6163,Yeast Surfactants
6164,Bacillus Mycoides Isolate J
6166,Isotianil
6167,Lipopepido Oligoglucosamine
6168,Syn545974
6169,Bacillus Subtilis Strain C-1302
6171,Tolpyralate
6172,Flutianil
6174,Fenazaquin
6175,Topramezone
6176,Frontalin
6177,Mandestrobin
6178,Phosphorylate Alkanol
6179,"Milk Fat, Anhydrous"
6180,Pyrazolyl
6181,Pyraclonil
6182,Clonostachys Rosea
6183,Valifenalate
6184,Pentoxazone
6185,Metamifop
6186,Primisulfan
6187,(Z)-9-Hexadecenal
6188,"Agrotis Ipsilon Multinucleopolyhedrovirus, Strain Bv-0050"
6189,"Helicoverpa Armigera Nucleopolyhedrovirus, Strain Bv-0003"
6190,"Autographa Californica Multiple Nucleopolyhedroses Virus, Strain Fv#11"
6191,"Spodoptera Exigua Multinucleopolyhedrovirus, Strain Bv-004"
6192,Tioxazaphen
6193,"Dicamba, N,N-Bis-(3-Aminopropyl)Methylamine Salt"
6194,Methionine Hydroxy Analog
6195,Penicillium Bilaii Fungus
6196,Tagetes Oil
6200,Humates (As Derived From Lenardite)
6201,Alkoxylated Ethoxylated Alcohols
6202,Pethoxamid
6203,Loline Alkaloid
6204,Haloxyfop
6205,"Bacillus Thuringiensis Subspecies Kurstaki, Strain Vbts-2546"
